carpark_id,facility,day_group,window_start,window_end,rate_type,first_hour,first_Nhr,first_Nhr_covers_mins,rate_30min,rate_per_min,per_entry,raw
OG_ORCHARD_POINT,main,sun_ph,07:00,22:59,tiered,2,,,1.5,,,$2 for 1st hr or part thereof; $1.50 per sub. 0.5 hr or part thereof
OG_ORCHARD_POINT,main,sun_ph,23:00,06:59 +1d,hourly,,,,2,,,$2 per 0.5 hr or part thereof
ORCHARD_BUILDING,main,weekday,07:00,17:00,tiered,2.2,,,1.2,,,$2.20 for 1st hr; $1.20 for sub. 0.5 hr (Car park closed at 1am daily )
ORCHARD_BUILDING,main,weekday,17:00,01:00 +1d,per_entry,,,,,,3.6,$3.60 per entry
ORCHARD_BUILDING,main,sat,07:00,17:00,tiered,2.2,,,1.2,,,$2.20 for 1st hr; $1.20 for sub. 0.5 hr (Car park closed at 1am daily )
ORCHARD_BUILDING,main,sat,17:00,01:00 +1d,per_entry,,,,,,3.6,$3.60 per entry
ORCHARD_BUILDING,main,sun_ph,07:00,17:00,tiered,,3.6,180,1.2,,,$3.60 for 1st 3hrs; $1.20 for sub. 0.5 hr
ORCHARD_BUILDING,main,sun_ph,17:00,01:00 +1d,per_entry,,,,,,3.6,$3.60 per entry
ORCHARD_CENTRAL,main,weekday,02:00,18:00,tiered,2,,,1,,,$2 for 1st hr; $1 for sub. 0.5 hr
ORCHARD_CENTRAL,main,weekday,18:00,02:00 +1d,tiered,,4.5,180,1.5,,,$4.50 for 1st 3hrs; $1.50 for sub. 0.5 hr
ORCHARD_CENTRAL,main,sat,02:00,18:00,tiered,2,,,1,,,$2 for 1st hr; $1 for sub. 0.5 hr
ORCHARD_CENTRAL,main,sat,18:00,02:00 +1d,tiered,,4.5,180,1.5,,,$4.50 for 1st 3hrs; $1.50 for sub. 0.5 hr
ORCHARD_CENTRAL,main,sun_ph,02:00,02:00 +1d,tiered,,4.5,180,1.5,,,$4.50 for 1st 3hrs; $1.50 for sub. 0.5 hr
ORCHARD_HOTEL_SHOPPING_ARCADE_2,main,weekday,07:00,18:00,tiered,5,,,1.5,,,$5 for 1st hr; $1.50 for sub. 0.5 hr
ORCHARD_HOTEL_SHOPPING_ARCADE_2,main,weekday,18:00,24:00,per_entry,,,,,,5.5,$5.50 per entry
ORCHARD_HOTEL_SHOPPING_ARCADE_2,main,sat,07:00,18:00,tiered,5,,,1.5,,,$5 for 1st hr; $1.50 for sub. 0.5 hr
ORCHARD_HOTEL_SHOPPING_ARCADE_2,main,sat,18:00,24:00,per_entry,,,,,,5.5,$5.50 per entry
ORCHARD_HOTEL_SHOPPING_ARCADE_2,main,sun_ph,00:00,24:00,per_entry,,,,,,5,$5 per entry
ORCHARD_PARADE_HOTEL_2,main,weekday,00:00,24:00,tiered,4,,,1.5,,,$4 for 1st hr; $1.50 for sub. 0.5 hr
ORCHARD_PARADE_HOTEL_2,main,sat,00:00,24:00,tiered,4,,,1.5,,,$4 for 1st hr; $1.50 for sub. 0.5 hr
ORCHARD_PARADE_HOTEL_2,main,sun_ph,00:00,24:00,tiered,4,,,1.5,,,$4 for 1st hr; $1.50 for sub. 0.5 hr
ORCHARD_PLAZA,main,weekday,07:00,17:00,hourly,,,,1.39,,,$1.39 for 0.5 hr
ORCHARD_PLAZA,main,weekday,17:00,24:00,per_entry,,,,,,3.85,$3.85 per entry for 1st 3 hrs; $1.39 for sub. 0.5 hr
ORCHARD_PLAZA,main,sat,07:00,17:00,hourly,,,,1.39,,,$1.39 for 0.5 hr
ORCHARD_PLAZA,main,sat,17:00,24:00,per_entry,,,,,,3.85,$3.85 per entry for 1st 3 hrs; $1.39 for sub. 0.5 hr
ORCHARD_PLAZA,main,sun_ph,07:00,17:00,hourly,,,,1.39,,,$1.39 for 0.5 hr
ORCHARD_PLAZA,main,sun_ph,17:00,24:00,per_entry,,,,,,3.85,$3.85 per entry for 1st 3 hrs; $1.39 for sub. 0.5 hr
ORCHARD_TOWERS,main,weekday,07:00,17:59,hourly,,,,2.5,,,$5 per hr
ORCHARD_TOWERS,main,weekday,18:00,01:59 +1d,per_entry,,,,,,9,$9 per entry
ORCHARD_TOWERS,main,weekday,02:00,24:00,per_entry,,,,,,9,$9 per entry
ORCHARD_TOWERS,main,sat,07:00,17:59,hourly,,,,2.5,,,$5 per hr
ORCHARD_TOWERS,main,sat,18:00,01:59 +1d,per_entry,,,,,,9,$9 per entry
ORCHARD_TOWERS,main,sat,02:00,24:00,per_entry,,,,,,9,$9 per entry
ORCHARD_TOWERS,main,sun_ph,07:00,13:59,per_entry,,,,,,9,$9 per entry
ORCHARD_TOWERS,main,sun_ph,02:00,18:59,per_entry,,,,,,9,$9 per entry
ORCHARDGATEWAY,main,weekday,00:00,17:59,tiered,,3,630,1.5,,,$3 for 1st 10.5 hrs or part thereof; $1.50 for sub. 0.5 hr or part thereof
ORCHARDGATEWAY,main,weekday,18:00,23:59,tiered,,4.8,1230,1.8,,,$4.80 1st 20.5 hrs or part thereof; $1.80 for sub. 0.5 hr or part thereof
ORCHARDGATEWAY,main,sat,00:00,24:00,tiered,,4.8,1230,1.8,,,$4.80 1st 20.5 hrs or part thereof; $1.80 for sub. 0.5 hr or part thereof.
ORCHARDGATEWAY,main,sun_ph,00:00,24:00,tiered,,4.8,1230,1.8,,,$4.80 1st 20.5 hrs or part thereof; $1.80 for sub. 0.5 hr or part thereof.
PACIFIC_PLAZA,main,weekday,08:00,18:00,hourly,,,,1.5,,,$1.50 per 0.5 hr
PACIFIC_PLAZA,main,weekday,18:00,24:00,tiered,,3,120,1,,,$3 for 1st 2hrs; $1 for sub. 0.5 hr
PACIFIC_PLAZA,main,sat,08:00,18:00,hourly,,,,1.5,,,$1.50 per 0.5 hr
PACIFIC_PLAZA,main,sat,18:00,24:00,tiered,,3,120,1,,,$3 for 1st 2hrs; $1 for sub. 0.5 hr
PACIFIC_PLAZA,main,sun_ph,08:00,18:00,hourly,,,,1.5,,,$1.50 per 0.5 hr
PACIFIC_PLAZA,main,sun_ph,18:00,24:00,tiered,,3,120,1,,,$3 for 1st 2hrs; $1 for sub. 0.5 hr
PALAIS_RENAISSANCE,main,weekday,07:00,17:00,tiered,2.8,,,1.6,,,$2.80 for 1st hr; $1.60 for sub. 0.5 hr
PALAIS_RENAISSANCE,main,weekday,17:00,01:00 +1d,per_entry,,,,,,3.8,$3.80 per entry
PALAIS_RENAISSANCE,main,weekday,01:00,24:00,hourly,,,,0.75,,,$1.50 per hr
PALAIS_RENAISSANCE,main,sat,07:00,17:00,tiered,2.8,,,1.6,,,$2.80 for 1st hr; $1.60 for sub. 0.5 hr
PALAIS_RENAISSANCE,main,sat,17:00,01:00 +1d,per_entry,,,,,,3.8,$3.80 per entry
PALAIS_RENAISSANCE,main,sat,01:00,24:00,hourly,,,,0.75,,,$1.50 per hr
PALAIS_RENAISSANCE,main,sun_ph,07:00,01:00 +1d,hourly,,,,0.475,,,$3.80 per 4-hourly
PALAIS_RENAISSANCE,main,sun_ph,01:00,07:00,hourly,,,,0.75,,,$1.50 per hr
PAN_PACIFIC_ORCHARD_2,main,weekday,07:00,17:00,tiered,5,,,1.5,,,$5 for 1st hr; $1.50 for sub. 0.5 hr
PAN_PACIFIC_ORCHARD_2,main,weekday,17:00,24:00,per_entry,,,,,,5,$5 per entry
PAN_PACIFIC_ORCHARD_2,main,sat,07:00,17:00,tiered,5,,,1.5,,,$5 for 1st hr; $1.50 for sub. 0.5 hr
PAN_PACIFIC_ORCHARD_2,main,sat,17:00,24:00,per_entry,,,,,,5,$5 per entry
PAN_PACIFIC_ORCHARD_2,main,sun_ph,00:00,24:00,per_entry,,,,,,5,$5 per entry
PARAGON_SHOPPING_CENTRE,main,weekday,03:00,17:59,tiered,2.58,,,1.48,,,$2.58 for 1st hr; $1.48 for sub. 0.5 hr. Daily $2 surcharge from 9am-9pm. Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily
PARAGON_SHOPPING_CENTRE,main,weekday,18:00,24:00,per_entry,,,,,,3.48,$3.48 per entry. Daily $2 surcharge from 9am-9pm
PARAGON_SHOPPING_CENTRE,main,sat,03:00,17:59,tiered,2.58,,,1.48,,,$2.58 for 1st hr; $1.48 for sub. 0.5 hr. Daily $2 surcharge from 9am-9pm. Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily
PARAGON_SHOPPING_CENTRE,main,sat,18:00,24:00,per_entry,,,,,,3.48,$3.48 per entry. Daily $2 surcharge from 9am-9pm
PARAGON_SHOPPING_CENTRE,main,sun_ph,18:00,24:00,per_entry,,,,,,3.48,$3.48 per entry. Daily $2 surcharge from 9am-9pm. Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily
PENANG_ROAD_OFF_STREET,main,weekday,00:00,24:00,hourly,,,,1,,,$1.00 / 30 mins (Per Minute Charging); $0.50 / 30 mins (Per Minute Charging)
PENANG_ROAD_OFF_STREET,main,sat,07:00,17:00,hourly,,,,1,,,$1.00 / 30 mins
PENANG_ROAD_OFF_STREET,main,sat,17:00,07:00 +1d,hourly,,,,0.5,,,$0.50 / 30 mins (Per Minute Charging)
PENANG_ROAD_OFF_STREET,main,sun_ph,00:00,24:00,hourly,,,,0.5,,,$0.50 / 30 mins (Per Minute Charging)
PLAZA_SINGAPURA,main,mon-thu,00:00,24:00,tiered,,2.14,120,0.64,,,$1.07 for 1st hr; $0.32 for sub. 15mins. Fri & Eve of PH: $2.14 for 1st 2 hr; $0.32 for sub. 15mins.
PLAZA_SINGAPURA,main,mon-thu,18:00,23:59,per_entry,,,,,,2.14,$2.14 per entry
PLAZA_SINGAPURA,main,fri_eve_ph,18:00,02:59 +1d,per_entry,,,,,,2.14,$2.14 per entry
PLAZA_SINGAPURA,main,sat,03:00,17:59,tiered,,2.14,120,0.64,,,$2.14 for 1st 2hrs; $0.32 for sub. 15mins
PLAZA_SINGAPURA,main,sat,18:00,24:00,per_entry,,,,,,2.14,$2.14 per entry
PLAZA_SINGAPURA,main,sun_ph,03:00,17:59,tiered,,2.14,120,0.64,,,$2.14 for 1st 2hrs; $0.32 for sub. 15mins
PLAZA_SINGAPURA,main,sun_ph,18:00,23:59,per_entry,,,,,,2.14,$2.14 per entry
REGENT_HOTEL_2,main,weekday,07:00,18:00,tiered,5,,,2.5,,,$5 for 1st hr; $2.50 for sub. 0.5 hr
REGENT_HOTEL_2,main,weekday,18:00,24:00,per_entry,,,,,,6,$6 per entry
REGENT_HOTEL_2,main,sat,07:00,18:00,tiered,5,,,2.5,,,$5 for 1st hr; $2.50 for sub. 0.5 hr
REGENT_HOTEL_2,main,sat,18:00,24:00,per_entry,,,,,,6,$6 per entry
REGENT_HOTEL_2,main,sun_ph,07:00,18:00,tiered,5,,,2.5,,,$5 for 1st hr; $2.50 for sub. 0.5 hr
REGENT_HOTEL_2,main,sun_ph,18:00,24:00,per_entry,,,,,,6,$6 per entry
ROYAL_PLAZA_ON_SCOTTS_2,main,weekday,08:00,18:00,tiered,4,,,1.5,,,$4 for 1st hr; $1.50 for sub. 0.5 hr
ROYAL_PLAZA_ON_SCOTTS_2,main,weekday,18:00,24:00,per_entry,,,,,,5.5,$5.50 per entry
ROYAL_PLAZA_ON_SCOTTS_2,main,sat,08:00,18:00,tiered,4,,,1.5,,,$4 for 1st hr; $1.50 for sub. 0.5 hr
ROYAL_PLAZA_ON_SCOTTS_2,main,sat,18:00,24:00,per_entry,,,,,,5.5,$5.50 per entry
ROYAL_PLAZA_ON_SCOTTS_2,main,sun_ph,00:00,24:00,per_entry,,,,,,5.5,$5.50 per entry
SCAPE,main,weekday,07:00,16:59,hourly,,,,0.975,,,$1.95 per hr
SCAPE,main,weekday,17:00,06:59 +1d,tiered,,4.9,180,0.975,,,$4.90 for 1st 3hrs; $1.95 for sub. hr
SCAPE,main,sat,00:00,24:00,hourly,,,,0.975,,,All day: $1.95 per hr or part thereof.
SCAPE,main,sun_ph,07:00,16:59,hourly,,,,0.975,,,$1.95 per hr
SCAPE,main,sun_ph,17:00,06:59 +1d,tiered,,4.9,180,0.975,,,$4.90 for 1st 3hrs; $1.95 for sub. hr
SHANGRI_LA_HOTEL_2,main,weekday,07:00,17:00,tiered,6,,,2,,,$6 for 1st hr; $2 for sub. 0.5 hr
SHANGRI_LA_HOTEL_2,main,weekday,17:00,24:00,per_entry,,,,,,8,$8 per entry
SHANGRI_LA_HOTEL_2,main,sat,07:00,17:00,tiered,6,,,2,,,$6 for 1st hr; $2 for sub. 0.5 hr
SHANGRI_LA_HOTEL_2,main,sat,17:00,24:00,per_entry,,,,,,8,$8 per entry
SHANGRI_LA_HOTEL_2,main,sun_ph,07:00,17:00,tiered,6,,,2,,,$6 for 1st hr; $2 for sub. 0.5 hr
SHANGRI_LA_HOTEL_2,main,sun_ph,17:00,24:00,per_entry,,,,,,8,$8 per entry
SHAW_CENTRE,main,weekday,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_CENTRE,main,weekday,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHAW_CENTRE,main,sat,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_CENTRE,main,sat,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHAW_CENTRE,main,sun_ph,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_CENTRE,main,sun_ph,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHAW_HOUSE,main,weekday,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_HOUSE,main,weekday,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHAW_HOUSE,main,sat,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_HOUSE,main,sat,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHAW_HOUSE,main,sun_ph,03:01,18:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 for sub. 0.5 hr
SHAW_HOUSE,main,sun_ph,18:01,03:01 +1d,per_entry,,,,,,4,$4 per entry
SHERATON_TOWERS_SINGAPORE,main,weekday,07:00,18:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub. 0.5 hr
SHERATON_TOWERS_SINGAPORE,main,weekday,18:00,24:00,per_entry,,,,,,6,$6 per entry
SHERATON_TOWERS_SINGAPORE,main,sat,07:00,18:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub. 0.5 hr
SHERATON_TOWERS_SINGAPORE,main,sat,18:00,24:00,per_entry,,,,,,6,$6 per entry
SHERATON_TOWERS_SINGAPORE,main,sun_ph,00:00,24:00,per_entry,,,,,,6,$6 per entry
SINGAPORE_MARRIOTT_HOTEL_2,main,weekday,06:00,18:00,hourly,,,,1.5,,,$0.05 per min/$3 per hr
SINGAPORE_MARRIOTT_HOTEL_2,main,weekday,18:00,24:00,per_min,,,,,0.05,,$0.05 per min
SINGAPORE_MARRIOTT_HOTEL_2,main,sat,06:00,18:00,hourly,,,,1.5,,,$0.05 per min/$3 per hr
SINGAPORE_MARRIOTT_HOTEL_2,main,sat,18:00,24:00,per_min,,,,,0.05,,$0.05 per min
SINGAPORE_MARRIOTT_HOTEL_2,main,sun_ph,06:00,18:00,hourly,,,,1.5,,,$0.05 per min/$3 per hr
SINGAPORE_MARRIOTT_HOTEL_2,main,sun_ph,18:00,24:00,per_min,,,,,0.05,,$0.05 per min
SINGAPORE_SHOPPING_CENTRE,main,weekday,08:00,20:00,tiered,2.5,,,1.25,,,$2.50 for 1st hr; $1.25 for sub. 0.5 hr
SINGAPORE_SHOPPING_CENTRE,main,weekday,20:00,24:00,per_entry,,,,,,3,$3 per entry
SINGAPORE_SHOPPING_CENTRE,main,sat,08:00,20:00,tiered,2.5,,,1.25,,,$2.50 for 1st hr; $1.25 for sub. 0.5 hr
SINGAPORE_SHOPPING_CENTRE,main,sat,20:00,24:00,per_entry,,,,,,3,$3 per entry
SINGAPORE_SHOPPING_CENTRE,main,sun_ph,08:00,20:00,tiered,2.5,,,1.25,,,$2.50 for 1st hr; $1.25 for sub. 0.5 hr
SINGAPORE_SHOPPING_CENTRE,main,sun_ph,20:00,24:00,per_entry,,,,,,3,$3 per entry
STARHUB_CENTRE,main,weekday,07:00,18:00,tiered,2,,,1.5,,,"$2 for 1st hr; $1.50 for sub. 0.5 hr; 6pm-7am the following day:$2.00 for 1st hr, $1.50 for next subq 0.5 hr"
STARHUB_CENTRE,main,sat,07:00,18:00,tiered,2,,,1.5,,,"$2 for 1st hr; $1.50 for sub. 0.5 hr; 6pm-7am the following day:$2.00 for 1st hr, $1.50 for next subq 0.5 hr"
STARHUB_CENTRE,main,sun_ph,07:00,18:00,tiered,2,,,1.5,,,"$2 for 1st hr; $1.50 for sub. 0.5 hr; 6pm-7am the following day:$2.00 for 1st hr, $1.50 for next subq 0.5 hr"
TANGLIN_MALL,main,weekday,06:00,17:00,tiered,2.4,,,1.2,,,$2.40 for 1st hr; $1.20 for sub. 0.5 hr
TANGLIN_MALL,main,weekday,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TANGLIN_MALL,main,sat,06:00,17:00,tiered,2.4,,,1.2,,,$2.40 for 1st hr; $1.20 for sub. 0.5 hr
TANGLIN_MALL,main,sat,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TANGLIN_MALL,main,sun_ph,00:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TANGLIN_SHOPPING_CENTRE,main,weekday,08:00,17:59,tiered,3,,,1.75,,,$3 for 1st hr; $1.75 for sub. 0.5 hr
TANGLIN_SHOPPING_CENTRE,main,weekday,18:00,24:00,per_entry,,,,,,3.6,$3.60 per entry
TANGLIN_SHOPPING_CENTRE,main,sat,08:00,17:59,tiered,3,,,1.75,,,$3 for 1st hr; $1.75 for sub. 0.5 hr
TANGLIN_SHOPPING_CENTRE,main,sat,18:00,24:00,per_entry,,,,,,3.6,$3.60 per entry
TANGLIN_SHOPPING_CENTRE,main,sun_ph,00:00,24:00,per_entry,,,,,,3.6,$3.60 per entry
TANGS,main,weekday,06:00,18:00,per_min,,,,,0.05,,"$3 for 1st hr, $0.05/min; 6pm-6am the following day: $6 Per entry"
TANGS,main,sat,06:00,18:00,per_min,,,,,0.05,,"$3 for 1st hr, $0.05/min; 6pm-6am the following day: $6 Per entry"
TANGS,main,sun_ph,06:00,18:00,per_min,,,,,0.05,,"$3 for 1st hr, $0.05/min; 6pm-6am the following day: $6 Per entry"
THE_CATHAY,main,weekday,08:00,09:59,hourly,,,,1.4,,,$1.40 for 0.5 hr
THE_CATHAY,main,weekday,10:00,21:59,hourly,,,,0.7,,,$1.40 per hr
THE_CATHAY,main,weekday,22:00,24:00,per_entry,,,,,,3,$3 per entry
THE_CATHAY,main,sat,08:00,21:59,hourly,,,,0.7,,,$1.40 per hr
THE_CATHAY,main,sat,22:00,24:00,per_entry,,,,,,3,$3 per entry
THE_CATHAY,main,sun_ph,08:00,21:59,hourly,,,,0.7,,,$1.40 per hr
THE_CATHAY,main,sun_ph,22:00,24:00,per_entry,,,,,,3,$3 per entry
THE_CENTREPOINT,main,weekday,07:00,17:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 sub. 0.5 hr
THE_CENTREPOINT,main,weekday,17:00,24:00,tiered,2,,,0.75,,,$2 for 1st hr; $1.50 sub. hr
THE_CENTREPOINT,main,sat,07:00,17:00,tiered,2,,,1.5,,,$2 for 1st hr; $1.50 sub. 0.5 hr
THE_CENTREPOINT,main,sat,17:00,24:00,tiered,2,,,0.75,,,$2 for 1st hr; $1.50 sub. hr
THE_CENTREPOINT,main,sun_ph,00:00,24:00,tiered,2,,,0.75,,,$2 for 1st hr; $1.50 for sub. hr
THE_HEEREN,main,weekday,08:00,23:00,hourly,,,,1.5,,,$1.50 per 0.5 hr
THE_HEEREN,main,sat,08:00,23:00,tiered,,5,180,1.5,,,$5 for 1st 3 hrs and $1.50 for subseqent 0.5 hr
THE_HEEREN,main,sun_ph,08:00,23:00,tiered,,5,180,1.5,,,$5 for 1st 3 hrs and $1.50 for subseqent 0.5 hr
TRADERS_HOTEL_2,main,weekday,06:00,17:00,tiered,2.4,,,1.2,,,$2.40 for 1st hr; $1.20 for sub. 0.5 hr
TRADERS_HOTEL_2,main,weekday,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TRADERS_HOTEL_2,main,sat,06:00,17:00,tiered,2.4,,,1.2,,,$2.40 for 1st hr; $1.20 for sub. 0.5 hr
TRADERS_HOTEL_2,main,sat,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TRADERS_HOTEL_2,main,sun_ph,00:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
TRIPLEONE_SOMERSET,main,weekday,07:00,17:59,hourly,,,,1.5,,,$1.50 per 0.5 hr (charges are before GST)
TRIPLEONE_SOMERSET,main,weekday,18:00,11:59 +1d,hourly,,,,0.9,,,$1.80 per hr
TRIPLEONE_SOMERSET,main,sat,07:00,17:59,tiered,2,,,1,,,$2 for 1st hr; $0.50 sub 15 mins
TRIPLEONE_SOMERSET,main,sat,18:00,11:59 +1d,hourly,,,,0.9,,,$1.80 per hr
TRIPLEONE_SOMERSET,main,sun_ph,07:00,23:59,hourly,,,,0.9,,,$1.80 per hr
WHEELOCK_PLACE,main,weekday,08:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
WHEELOCK_PLACE,main,weekday,18:00,24:00,per_entry,,,,,,4.5,$4.50 per entry
WHEELOCK_PLACE,main,sat,08:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
WHEELOCK_PLACE,main,sat,18:00,24:00,per_entry,,,,,,4.5,$4.50 per entry
WHEELOCK_PLACE,main,sun_ph,08:00,18:00,tiered,3,,,1.5,,,$3 for 1st hr; $1.50 for sub. 0.5 hr
WHEELOCK_PLACE,main,sun_ph,18:00,24:00,per_entry,,,,,,4.5,$4.50 per entry
WINSLAND_HOUSE,main,weekday,07:00,19:00,tiered,2.5,,,1.2,,,$2.50 for 1st hr; $1.20 for sub. 0.5 hr
WINSLAND_HOUSE,main,weekday,19:00,23:00,per_entry,,,,,,3.5,$3.50 per entry
WINSLAND_HOUSE,main,weekday,23:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
WINSLAND_HOUSE,main,sat,07:00,19:00,tiered,2.5,,,1.2,,,$2.50 for 1st hr; $1.20 for sub. 0.5 hr
WINSLAND_HOUSE,main,sat,19:00,23:00,per_entry,,,,,,3.5,$3.50 per entry
WINSLAND_HOUSE,main,sat,23:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
WINSLAND_HOUSE,main,sun_ph,07:00,23:00,per_entry,,,,,,4.5,$4.50 per entry
WINSLAND_HOUSE,main,sun_ph,23:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
WISMA_ATRIA,main,weekday,07:00,17:00,tiered,2.4,,,1.2,,,$2.40 for 1st hr; $1.20 for sub. 0.5 hr (Lunch Hr Surcharge of additional $1.07 between 12pm - 2pm)
WISMA_ATRIA,main,weekday,17:00,24:00,per_entry,,,,,,3.5,$3.50 per entry
WISMA_ATRIA,main,sat,00:00,24:00,tiered,,3.6,120,0.8,,,$3.60 for 1st 2hrs; $0.80 for sub. 0.5 hr
WISMA_ATRIA,main,sun_ph,00:00,24:00,tiered,,3.6,120,0.8,,,$3.60 for 1st 2hrs; $0.80 for sub. 0.5 hr
YORK_HOTEL_2,main,weekday,08:01,18:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub. 0.5 hr
YORK_HOTEL_2,main,weekday,18:00,24:00,per_entry,,,,,,5,$5 per entry
YORK_HOTEL_2,main,sat,08:01,18:00,tiered,4,,,2,,,$4 for 1st hr; $2 for sub. 0.5 hr
YORK_HOTEL_2,main,sat,18:00,24:00,per_entry,,,,,,5,$5 per entry
YORK_HOTEL_2,main,sun_ph,00:00,24:00,per_entry,,,,,,5,$5 per entry
CHANGI_CHAPEL_AND_MUSEUM_THE_CHANGI_MUSEUM,main,weekday,00:00,24:00,free,,,,,,,Free daily
CHANGI_CHAPEL_AND_MUSEUM_THE_CHANGI_MUSEUM,main,sat,00:00,24:00,free,,,,,,,Free daily
CHANGI_CHAPEL_AND_MUSEUM_THE_CHANGI_MUSEUM,main,sun_ph,00:00,24:00,free,,,,,,,Free daily
CHINESE_GARDEN,main,weekday,06:00,18:00,tiered,0,,,0.5,,,Free 1st hr; $0.50 for sub. 0.5 hr
CHINESE_GARDEN,main,weekday,18:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hr
CHINESE_GARDEN,main,sat,06:00,18:00,tiered,0,,,0.5,,,Free 1st hr; $0.50 for sub. 0.5 hr
CHINESE_GARDEN,main,sat,18:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hr
CHINESE_GARDEN,main,sun_ph,06:00,18:00,tiered,0,,,0.5,,,Free 1st hr; $0.50 for sub. 0.5 hr
CHINESE_GARDEN,main,sun_ph,18:00,24:00,hourly,,,,0.5,,,$0.50 per 0.5 hr
HAW_PAR_VILLA,main,weekday,00:00,24:00,per_entry,,,,,,5,Daily(9am-7pm): $5 per entry (Car park closed after 7pm)
HAW_PAR_VILLA,main,sat,00:00,24:00,per_entry,,,,,,5,Daily(9am-7pm): $5 per entry (Car park closed after 7pm)
HAW_PAR_VILLA,main,sun_ph,00:00,24:00,per_entry,,,,,,5,Daily(9am-7pm): $5 per entry (Car park closed after 7pm)
HAY_DAIRIES_GOAT_FARM,main,weekday,00:00,24:00,free,,,,,,,Free daily: 9am-4pm
HAY_DAIRIES_GOAT_FARM,main,sat,00:00,24:00,free,,,,,,,Free daily: 9am-4pm
HAY_DAIRIES_GOAT_FARM,main,sun_ph,00:00,24:00,free,,,,,,,Free daily: 9am-4pm
JURONG_BIRD_PARK,main,weekday,00:00,24:00,per_entry,,,,,,2,Daily(8am-5pm): $2 per entry
JURONG_BIRD_PARK,main,sat,00:00,24:00,per_entry,,,,,,2,Daily(8am-5pm): $2 per entry
JURONG_BIRD_PARK,main,sun_ph,00:00,24:00,per_entry,,,,,,2,Daily(8am-5pm): $2 per entry
LABRADOR_SECRET_TUNNEL_LABRADOR_PARK,main,weekday,00:00,24:00,free,,,,,,,Free daily
LABRADOR_SECRET_TUNNEL_LABRADOR_PARK,main,sat,00:00,24:00,free,,,,,,,Free daily
LABRADOR_SECRET_TUNNEL_LABRADOR_PARK,main,sun_ph,00:00,24:00,free,,,,,,,Free daily
MANDAI_ORCHID_GARDEN,main,weekday,00:00,24:00,free,,,,,,,Free daily
MANDAI_ORCHID_GARDEN,main,sat,00:00,24:00,free,,,,,,,Free daily
MANDAI_ORCHID_GARDEN,main,sun_ph,00:00,24:00,free,,,,,,,Free daily
MEMORIES_AT_OLD_FORD_FACTORY,main,weekday,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D
MEMORIES_AT_OLD_FORD_FACTORY,main,sat,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D
MEMORIES_AT_OLD_FORD_FACTORY,main,sun_ph,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D
REFLECTIONS_AT_BUKIT_CHANDU,main,weekday,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D of Pepys Road
REFLECTIONS_AT_BUKIT_CHANDU,main,sat,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D of Pepys Road
REFLECTIONS_AT_BUKIT_CHANDU,main,sun_ph,00:00,24:00,free,,,,,,,Daily free parking at Carparks C and D of Pepys Road
